Type                                  Module                      Label             Process   
trigger::TriggerFilterObjectWithRefs   "hltEG18CaloId15b35eHE12R9Id50b80eClusterShapeUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG18CaloId15b35eHE12R9Id50b80eClusterShapepixSeedUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG18EBCaloId15b35eHE10R9Id50b80eClusterShapeDoublePixelVetoUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG18EBIso60CaloId15b35eHE10R9Id50b80eEcalIsoDoublePixelVetoUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG18EBIso60CaloId15b35eHE10R9Id50b80eTrackIsoUnseededDoublePixelVetoLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG18EBR9Idb85e90HE10R9Id50b80eR9DoublePixelVetoUnseededLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG18EIso15HE30EcalIsoUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG18Iso60CaloId15b35eHE10R9Id50b80eEcalIsoUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG18Iso60CaloId15b35eHE10R9Id50b80eTrackIsoSolidUnseededLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG18Iso60CaloId15b35eHE12R9Id50b80eEcalIsoUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG18Iso60CaloId15b35eHE12R9Id50b80eEcalIsopixSeedUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG18Iso60CaloId15b35eHE12R9Id50b80eTrackIsoUnseededLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG18Iso60CaloId15b35eHE12R9Id50b80eTrackIsoUnseededpixSeedLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG18PVCaloId15b35eHE10R9Id50b80eClusterShapeDoublePixelVetoUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG18PVIso60CaloId15b35eHE10R9Id50b80eEcalIsoDoublePixelVetoUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG18PVIso60CaloId15b35eHE10R9Id50b80eTrackIsoUnseededDoublePixelVetoLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG18PVR9Idb85e90HE10R9Id50b80eR9DoublePixelVetoUnseededLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG18R9Id85b90eHE10R9Id50b80eR9UnseededLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG18R9Id85b90eHE12R9Id50b80eR9UnseededLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG18R9Id85b90eHE12R9Id50b80eR9pixSeedUnseededLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG200CaloIdVTClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG200CaloIdVTHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG200EtFilter"          ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG20L1sIsoEG18erIsoTauJet24erEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22CaloId24b40eHE10R9Id65ClusterShapeUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22EtFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22HEFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22Iso50T80LCaloId24b40eHE10R9Id65EcalIsoUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22Iso50T80LCaloId24b40eHE10R9Id65HcalIsoUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22Iso50T80LCaloId24b40eHE10R9Id65TrackIsoUnseededLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22L1sIsoEG20erIsoTauJet25erEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22R9Id85HE10R9Id65R9IdUnseededLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22R9Id90HE10Iso40EBOnlyEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22R9Id90HE10Iso40EBOnlyHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22R9Id90HE10Iso40EBOnlyHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22R9Id90HE10Iso40EBOnlyR9Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22R9Id90HE10Iso40EBOnlyTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22R9Id90HE10IsoMEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22R9Id90HE10IsoMEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22R9Id90HE10IsoMHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22R9Id90HE10IsoMHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22R9Id90HE10IsoMR9Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22R9Id90HE10IsoMTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG24L1sIsoEG22erIsoTauJet26erEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG250CaloIdVTClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG250CaloIdVTHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG250EtFilter"          ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG250erEtFilter"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG25CaloId24b40eHE10R9Id65ClusterShapeUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG25Iso50T80LCaloId24b40eHE10R9Id65EcalIsoUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG25Iso50T80LCaloId24b40eHE10R9Id65HcalIsoUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG25Iso50T80LCaloId24b40eHE10R9Id65TrackIsoUnseededLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG25L1IsoEG22erORIsoEG24erORIsoEG24ORIsoEG26OREG40EtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG25L1SingleEGerOrEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG25R9Id85HE10R9Id65R9IdUnseededLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG26CaloId24b40eHE10R9Id65Eta2ClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG26EtL1Seed2210EtEta2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG26HE10R9Id65HEEta2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG26Iso50T80LCaloId24b40eHE10R9Id65Eta2EcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG26Iso50T80LCaloId24b40eHE10R9Id65Eta2HcalIsoLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG26R9Id65R9IdEta2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG26R9Id85HE10R9Id65R9IdEta2LastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG26RId85ORCaloId24b40eIso50T80LANDHE10R9Id65Eta2LegCombLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG27CaloIdLClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG27CaloIdLClusterShapeUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG27EtFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG27EtUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG27HEFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG27HEUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG27L1IsoEG22erORIsoEG24erORIsoEG24ORIsoEG26OREG40EtL1TauJetSeededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG27L1SingleEGOrEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG27L1SingleEGerOrEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG300CaloIdVTClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG300CaloIdVTHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG300EtFilter"          ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG300erEtFilter"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30CaloId15b35eHE10R9Id50b80eClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30EBCaloId15b35eHE10R9Id50b80eClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30EBHE10R9Id50b80eHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30EBIso60CaloId15b35eHE10R9Id50b80eEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30EBL1SingleAndDoubleEGOrEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30EBR9Id50b80eR9IdFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30EBR9Idb85e90HE10R9Id50b80eR9IdLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30EBRId85ORIso60CaloId15b35eANDHE10R9Id50b80eLegCombDoublePixelVetoLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30EIso15HE30EcalIsoLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30EtFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30HE10R9Id50b80eHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30HE30HEFilter"       ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30HEFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30Iso60CaloId15b35eHE10R9Id50b80eEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30L1SingleAndDoubleEGOrEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30L1SingleEGOrEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30L1SingleEGerOrEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30LCaloId15b35eHE12R9Id50b80eClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30LHE12R9Id50b80eHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30LIso60CaloId15b35eHE12R9Id50b80eEcalIsoLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30LR9Id50b80eR9IdFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30LR9Id85b90eHE12R9Id50b80eR9IdLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30LRId85ORIso60CaloId15b35eANDHE12R9Id50b80eLegCombLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30LRId85ORIso60CaloId15b35eANDHE12R9Id50b80eLegCombpixSeedLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30PVCaloId15b35eHE10R9Id50b80eClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30PVHE10R9Id50b80eHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30PVIso60CaloId15b35eHE10R9Id50b80eEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30PVR9Id50b80eR9IdFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30PVR9Idb85e90HE10R9Id50b80eR9IdLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30PVRId85ANDIso60CaloId15b35eANDHE10R9Id50b80eLegCombDoublePixelVetoLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30R9Id50b80eR9IdFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30R9Id85b90eHE10R9Id50b80eR9IdLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30R9Id90HE10IsoMEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30R9Id90HE10IsoMEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30R9Id90HE10IsoMHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30R9Id90HE10IsoMHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30R9Id90HE10IsoMR9Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30R9Id90HE10IsoMTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30RId85ORIso60CaloId15b35eANDHE10R9Id50b80eLegCombLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG32L1SingleEGOrEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG32L1SingleEGerOrEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG33CaloIdLClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG33CaloIdLClusterShapeUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG33CaloIdLGsfTrkIdVLMWPMS2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG33CaloIdLMWPMS2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG33EtFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG33EtUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG33HEFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG33HEUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36CaloId24b40eHE10R9Id65Eta2ClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36EtFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36EtL1Seed2210EtEta2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36HE10R9Id65HEEta2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36HEFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36Iso50T80LCaloId24b40eHE10R9Id65Eta2EcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36Iso50T80LCaloId24b40eHE10R9Id65Eta2HcalIsoLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36L1SingleIsoEG22erEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id65R9IdEta2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id85HE10R9Id65R9IdEta2LastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10Iso40EBOnlyEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10Iso40EBOnlyEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10Iso40EBOnlyHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10Iso40EBOnlyHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10Iso40EBOnlyIsoEGEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10Iso40EBOnlyIsoEGEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10Iso40EBOnlyIsoEGHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10Iso40EBOnlyIsoEGHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10Iso40EBOnlyIsoEGR9Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10Iso40EBOnlyIsoEGTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10Iso40EBOnlyR9Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10Iso40EBOnlyTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10IsoMEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10IsoMEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10IsoMHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10IsoMHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10IsoMR9Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10IsoMTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36RId85ORCaloId24b40eIso50T80LANDHE10R9Id65Eta2LegCombLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG37CaloIdLClusterShapeUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG37EtUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG37HEUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG42CaloId24b40eHE10R9Id65Eta2ClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG42EtL1Seed2510EtEta2Filter"   ""                "HLT"     
